title,row_count,first_pass_action,matched_rule_names,matched_rule_descriptions,manual_override,final_action,final_reason
"Researches on Behavior of High-Performance Concrete Filled Tubular Steel Short Columns, Z. W. Yu; F. X. Ding; S. Lin, Journal of Building Structures, 2002",28,keep_candidate,,,,keep,
"Yu Z, Ding F, Lin S. Researches on behavior of high-performance concrete filled tubular steel short columns. Journal of Building Structure 2002;23(2):
41 7 [in Chinese].",28,keep_candidate,,,,keep,
"An experimental behaviour of concrete-filled steel tubular columns, J. Zeghiche; K. Chaoui, Unknown, 2004",27,keep_candidate,,,,keep,
"不同截面形式方形薄壁钢管混凝土长柱的静力试验研究, 陈勇; 张耀春; 董志君, Unknown, 2005",27,keep_candidate,,,,keep,
"新型薄壁方钢管混凝土短柱力学性能试验研究, 张红英, Unknown, 2010",27,keep_candidate,,,,keep,
"Experimental research on mechanics behavior of stub- column concrete- filled thin- walled stiffened square steel tube under axial load, LI Bin; GUO Shizhuang; GAO Chunyan, Unknown, 2018",26,keep_candidate,,,,keep,
"Further tests on thin steel and composite fabricated stubs, Jahid Zeghiche, Unknown, 2012",26,keep_candidate,,,,keep,
"STRENGTH OF CONCRETE FILLED STEEL BOX COLUMNNS INCORPORATING LOCAL BUCKLING, Brian Uy, Journal of Structural Engineering, 2000",25,keep_candidate,,,,keep,
"Compressive Strength and Deformation Capacity of Concrete-Filled Tubular Stub-Columns, Ben KATO, Journal of Structural and Construction Engineering (AIJ), 1995",24,keep_candidate,,,,keep,
"RESEARCHES ON BEHAVIOR OF ECCENTRICALLY LOADED STUB COLUMN AND AXIALLY COMPRESSED SLENDER COLUMN WITH RPC -FILLED CIRCULAR STEEL TUBE, Unknown, Fuzhou University, 2005",24,keep_candidate,,,,keep,
"RESEARCHES ON BEHAVIOR OF ECCENTRICALLY LOADED STUB COLUMN AND AXIALLY COMPRESSED SLENDER COLUMN WITH RPC -FILLED CIRCULAR STEEL TUBE, 吴炎海, Fuzhou University Masters Thesis, 2005",24,keep_candidate,,,,keep,
"Structures | Eccentric compression behaviour of normal and ultra-high performance concrete-filled stainless steel tube stub columns | Hongyuan Tang, Hongfei Tan, Jinjun Liu, Biao Tan, Yun Yao | 2024",24,keep_candidate,,,,keep,
"圆钢管RPC偏压长柱的受力性能研究, Unknown, Fuzhou University Master's Thesis, 2005",24,keep_candidate,,,,keep,
"张姣.钢管再生混凝土静-动态轴压性能研究[D].广州大学,2022.",24,keep_candidate,,,,keep,
"方钢管再生骨料混凝土短柱理论分析, 梁健, Unknown, 2018",24,keep_candidate,,,,keep,
"钢管自密实高强混凝土压弯构件静力性能研究, 薛阳, Unknown, 2011",24,keep_candidate,,,,keep,
"陈杰.钢管再生混凝土短柱轴压力学性能研究[D].哈尔滨工业大学,2011.",24,keep_candidate,,,,keep,
"Vanessa da S. de Azevedo, Luciano R.O. de Lima, Pedro C.G. da S. Vellasco, Maria E. da N. Tavares, Tak-Ming Chan,Experimental investigation on recycled aggregate concrete filled steel tubular stub columns under axial compression,Journal of Constructional Steel Research,Volume 187,2021",23,keep_candidate,,,,keep,
"钢管混凝土承载性能研究, 彭杰, Shanghai Jiao Tong University Master's Thesis, 2014",23,keep_candidate,,,,keep,
"Chen, Z., Xu, J., Xue, J. et al. Performance and calculations of recycled aggregate concrete-filled steel tubular (RACFST) short columns under axial compression. Int J Steel Struct 14, 31–42 (2014).",22,keep_candidate,,,,keep,
"Lin Z., Wu Y., Shen Z. (2005). Mechanical behavior of reactive powder concrete-filled circular steel tubes under axial compression. Journal of Building Structures, 26(4), 52-57",22,keep_candidate,,,,keep,
"Research on behavior of RPC filled circular steel tube column subjected to axial compression, LIN Zhenyu; WU Yanhai; SHEN Zuyan, Journal of Building Structures, 2005",22,keep_candidate,,,,keep,
"钢管高强混凝土柱轴向受压承载力试验研究, 王力尚; 钱稼茹, 建筑结构, 2003",22,keep_candidate,,,,keep,
"钢管高强混凝土轴压力学性能的理论分析与试验研究, 韩林海, 工业建筑, 1997",22,keep_candidate,,,,keep,
"Behaviour of concrete-filled double skin rectangular steel tubular beam–columns, Zhong Tao; Lin-Hai Han, Journal of Constructional Steel Research, 2006",21,keep_candidate,,,,keep,
"Engineering Structures | Experimental study on the behavior of circular ultra-high strength concrete-filled steel tube columns subjected to unequal end moments | Siqi Lin, Zhiming Li, Zhao-hui Lu... | 2022",21,keep_candidate,,,,keep,
"Experimental investigation on octagonal concrete filled steel stub columns under uniaxial compression, Jiong-Yi Zhu; Tak-Ming Chan, Journal of Constructional Steel Research, 2018",21,keep_candidate,,,,keep,
"Stiffness Analysis of Recycled Self-Compacting Concrete-Filled Circular Steel Tubular Columns under Eccentric Compression, Feng Yu; Pengcheng Xu; Yuan Fang; Yang Zhang; Junjie Jiang, Unknown, 2019",21,keep_candidate,,,,keep,
"Thin-Walled Structures | Axial and bending behaviour of steel tubes infilled with rubberised concrete | A. Mujdeci, Y.T. Guo, D.V. Bompа... | 2022",21,keep_candidate,,,,keep,
"薄壁钢管混凝土短柱基本力学性能研究, 金周, 华侨大学硕士学位论文, 2008",21,keep_candidate,,,,keep,
"钢管高强混凝土轴压短柱承载力性能的试验研究, 贺锋; 周绪红; 唐昌辉, 工程力学, 2000",21,keep_candidate,,,,keep,
"Dune sand concrete-filled steel tubular (CFST) stub columns under axial compression: Experiments, Qing-Xin Ren; Kan Zhou; Chao Hou; Zhong Tao; Lin-Hai Han, Thin-Walled Structures, 2017",20,keep_candidate,,,,keep,
"Engineering Structures | Influence of eccentricity on confining effect of circular CFST beam-columns with high-strength materials | Ci Song, Yan-Bo Wang, Guo-Qiang Li | 2026",20,keep_candidate,,,,keep,
"Engineering Structures | Influence of slenderness on confining effect of axially loaded circular CFST columns with high-strength materials | Ci Song, Yan-Bo Wang, Guo-Qiang Li, J.Y. Richard Liew | 2025",20,keep_candidate,,,,keep,
"Experimental behaviour of cold-formed steel welded tube filled with concrete made of crushed crystallized slag subjected to eccentric load, Noureddine Ferhoune, Thin-Walled Structures, 2014",20,keep_candidate,,,,keep,
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Unknown, 2016",20,keep_candidate,,,,keep,
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",20,keep_candidate,,,,keep,
"Li B, Zhang LJ, Gao CY. Steel tube concrete short column and long column bounds slenderness ratio test. Concrete, 2018; (1): 9-11.(In Chinese)",20,keep_candidate,,,,keep,
"Recycled concrete-filled steel tube columns under axial compression, CHEN Juan; XU Cheng-xiang; DENG Xi, Unknown, 2015",20,keep_candidate,,,,keep,
"Steel tube concrete short columns and long column bounds slenderness ratio test, LI Bin; ZHANG Lejun; GAO Chunyan, Unknown, 2018",20,keep_candidate,,,,keep,
"Structural behavior of UHPC filled steel tubular columns under eccentric loading, Rui Zhang; Shiming Chen; Ping Gu; Yang Huang, Thin-Walled Structures, 2020",20,keep_candidate,,,,keep,
"Testing and strength prediction of eccentrically-loaded circular concrete-filled double steel tubular stub-columns, Junchang Ci; Mizan Ahmed; Hong Jia; Shicai Chen; Daxing Zhou; Liquun Hou, Journal of Constructional Steel Research, 2021",20,keep_candidate,,,,keep,
"Thin-Walled Structures | Structural behavior of UHPC filled steel tubular columns under eccentric loading | Rui Zhang, Shiming Chen, Ping Gu... | 2020",20,keep_candidate,,,,keep,
"Xiaoyong Zhang, Yao Zhu, Wanpeng Zhang, Wenyuan Kong，Research on axial compression performance of recycled aggregate concrete-filled steel tubular column,Journal of Constructional Steel Research,Volume 229,2025,",20,keep_candidate,,,,keep,
"建筑结构学报 | 高强方钢管超高性能混凝土短柱轴压承载力计算方法研究 | 颜燕祥, 徐礼华, 蔡恒... | 2019",20,keep_candidate,,,,keep,
"方形厚壁钢管混凝土短柱受力性能的研究, 北方工业大学荆树英; 湖北工业建筑设计院 郑小庆; 清华大学朱金钰, Unknown, 0",20,keep_candidate,,,,keep,
"方钢管混杂再生骨料混凝土柱的受压性能试验研究, 刘俊杰, Unknown, 2018",20,keep_candidate,,,,keep,
"薄壁圆钢管轻骨料混凝土柱受压性能研究, 朱振, Unknown, 2019",20,keep_candidate,,,,keep,
"钢管超高强混凝土长柱及偏压柱的性能与极限承载能力的研究, 谭克锋; 蒲心诚, 建筑结构学报, 2000",20,keep_candidate,,,,keep,
"Structures | Mechanical behavior of steel-fiber-reinforced self-stressing concrete filled steel tube columns subjected to eccentric loading | Zhenzhen Liu, Dongming Huang, Na Li... | 2022",19,keep_candidate,,,,keep,
"Study on size effect of concrete filled steel tubular columns, WU Han-liang; WANG Yuan-feng, Unknown, 2007",19,keep_candidate,,,,keep,
"Circular steel tubes filled with rubberised concrete under combined loading, Minhao Dong; Mohamed Elchalakani; Ali Karrech; Sabrina Fawzia; Mohamed Sadakkathulla Mohamed Ali; Bo Yang; Shao-Qian Xu, Unknown, 2019",18,keep_candidate,,,,keep,
"Effect of steel tube thickness on the behaviour of CFST columns: Experimental tests and design assessment, C. Ibanez; D. Hernandez-Figueirido; A. Piquer, Unknown, 2021",18,keep_candidate,,,,keep,
"Engineering Mechanics | 方钢管螺旋筋混凝土柱偏压性能试验及参数分析 (Experimental Study and Analysis of Concrete Filled Square Steel Tube Columns with Spiral Reinforcement Under Eccentric Compression) | CHEN Zong-ping, HUANG Le-zhang, TAN Qiu-hong | 2021",18,keep_candidate,,,,keep,
"Engineering Structures | Axial compressive behavior of square concrete-filled steel tube columns with high-strength steel fiber-reinforced concrete | Hong-Song Hu, Zhu-Jin Yang, Li Xu... | 2023",18,keep_candidate,,,,keep,
"Experimental Investigation on the Behavior of Recycle Concrete-Filled Thin-Walled Steel Tube under Axial Compression, QIU Ci-chang; WANG Qing-yuan; SHI Xiao-shuang; OUYANG Wen-xin, JOURNAL OF EXPERIMENTAL MECHANICS, 2011",18,keep_candidate,,,,keep,
"Experimental Research on Mechanical Property of Circular Concrete-filled Thin-walled Steel Tubular Column under Axial Load, Wang Zhan, Unknown, 2016",18,keep_candidate,,,,keep,
"Experimental Study of Square Concrete-Filled Welded Cold-Formed Steel Columns Under Concentric Loading, Md. Mofzul Islam; Rubieyat Bin Ali; Mahbuba Begum; Md. Soebur Rahman, Unknown, 2020",18,keep_candidate,,,,keep,
"Experimental behaviour of circular concrete filled steel tube columns and design specifications, Talha Ekmekyapar; Baraa J.M. AL-Eliwi, Unknown, 2016",18,keep_candidate,,,,keep,
"Experimental study on size effect of circular concrete-filled steel tubular columns subjected to axial compression, CHEN Peng; WANG Yuyin; LIU Changyong; TIAN Yu, Journal of Building Structures, 2017",18,keep_candidate,,,,keep,
"Experimental study on the properties of reactive powder concrete- filled square steel tube columns, Niu Zhiqiang, Hebei Agricultural University, 2018",18,keep_candidate,,,,keep,
"Journal of Building Engineering | Axial compressive behavior of circular concrete-filled steel tube stub columns prepared with spontaneous-combustion coal gangue aggregate | Yuzhuo Zhang, Qian Xu, Qinghe Wang... | 2022",18,keep_candidate,,,,keep,
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",18,keep_candidate,,,,keep,
"Mu-Zi Zhao, Yu-Yin Wang, Dawn E. Lehman, Yue Geng, Charles W. Roeder,Response and modeling of axially-loaded concrete-filled steel columns with recycled coarse and fine aggregate,Engineering Structures,Volume 234,2021",18,keep_candidate,,,,keep,
"Research on Eccentric Compressive Behavior of Square Steel Tube Long Columns Filled with Demolished Concrete Blocks, 吴轩霆, Unknown, 2016",18,keep_candidate,,,,keep,
Stress path of,18,keep_candidate,,,,keep,
"Stress paths of confined concrete in axially loaded circular concrete-filled steel tube stub columns, Siqi Lin; Yan-Gang Zhao; Liusheng He, Engineering Structures, 2018",18,keep_candidate,,,,keep,
"Structures | Experimental and numerical investigations on eccentric compression behavior of square CFST columns with inner spiral stirrup | Ji Zhou, Zongping Chen, Dingyuan Liu... | 2023",18,keep_candidate,,,,keep,
"Tan kefeng, Pu Xincheng, Study on the mechanical properties of steel extra-high strength concrete encased in steel tubes,Journal of Building Structures,1999(20):10-15.",18,keep_candidate,,,,keep,
"Tests and numerical simulation of rectangular RACFST stub columns under concentric compression, You-Fu Yang; Chao Hou; Min Liu, Structures, 2020",18,keep_candidate,,,,keep,
"圆钢管UHPC压弯构件N-M曲线研究, 朱骏球, Unknown, 2018",18,keep_candidate,,,,keep,
"工程力学 | 不锈钢管混凝土短柱轴压承载力试验研究 | 代鹏, 杨璐, 卫璇... | 2019",18,keep_candidate,,,,keep,
"建筑结构学报 Journal of Building Structures | 圆钢管自应力自密实混凝土短柱轴心受压性能研究 | 李娜, 卢亦焱, 李杉... | 2019",18,keep_candidate,,,,keep,
"建筑结构学报 | 配置不锈钢筋的圆形截面不锈钢管海砂混凝土柱的偏压性能研究 | 李德山, 王志滨, 赵春光... | 2025",18,keep_candidate,,,,keep,
"方钢管螺旋筋混凝土柱偏压性能试验及参数分析, 陈宗平; 黄乐彰; 谭秋虹, 工程力学, 2021",18,keep_candidate,,,,keep,
"钢管 RPC 短柱轴心受压试验研究, 林震宇; 张静; 吴炎海; 戴文达, Unknown, 0",18,keep_candidate,,,,keep,
"钢管自密实混凝土柱轴心受压承载力试验, 李毅; 唐习龙, 建筑科学与工程学报, 2008",18,keep_candidate,,,,keep,
"Axial Load Behavior of Stiffened Concrete-Filled Steel Columns, C. S. Huang; Y.-K. Yeh; G.-Y. Liu; H.-T. Hu; K. C. Tsai; Y. T. Weng; S. H. Wang; M.-H. Wu, Journal of Structural Engineering, 2002",17,keep_candidate,,,,keep,
"EXPERIMENTAL STUDY OF STRESS-STAIN RELATION OF ECCENTRICALLY-LOADED CONCRETE-FILLED STEEL TUBULAR COLUMNS, CHEN Bao-chun; WANG Lai-yong; OU Zhi-jing; HAN Lin-hai, Engineering Mechanics, 2003",17,keep_candidate,,,,keep,
"EXPERIMENTAL STUDY OF STRESS-STAIN RELATION OF ECCENTRICALLY-LOADED CONCRETE-FILLED STEEL TUBULAR COLUMNS, CHEN Bao-chun; WANG Lai-yong; OU Zhi-jing; HAN Lin-hai, Unknown, 2003",17,keep_candidate,,,,keep,
"Experimental behavior of circular concrete-filled steel tube stub columns, Zhi-wu Yu; Fa-xing Ding; C.S. Cai, Unknown, 2006",17,keep_candidate,,,,keep,
"Jiuyang Li, Jingwei Luo, Li Chen, Xinmei Fan, Yuepeng Zhu, Xiaoyu Wang,Axial-compression performance and numerical-simulation analysis of steel tube coal gangue concrete column,Journal of Constructional Steel Research,Volume 216,2024",17,keep_candidate,,,,keep,
"基于Q550以上钢材的高强方钢管高强混凝土轴压中长柱受力性能研究, 陈映甸, Shenyang Jianzhu University Masters Dissertation, 2020",17,keep_candidate,,,,keep,
"Axial behavior of ultra-high performance concrete (UHPC) filled stocky steel tubes with square sections, Yanxiang Yan; Lihua Xu; Biao Li; Yin Chi; Min Yu; Kaikai Zhou; Yang Song, Unknown, 2019",16,keep_candidate,,,,keep,
"Axial compression test and analysis of circular tube confined HSC stub columns, Zhang Sumei; Liu Jiepeng; Ma Le; Xing Tao, CHINA CIVIL ENGINEERING JOURNAL, 2007",16,keep_candidate,,,,keep,
"Behaviours of square UHPFRC-filled steel tubular stub columns under eccentric compression, Jia-Bao Yan; Anzhen Chen; Jin-Song Zhu, Thin-Walled Structures, 2021",16,keep_candidate,,,,keep,
"Engineering Structures | Experimental and numerical studies of concrete-encased concrete-filled steel tube stub columns under uniaxial and biaxial eccentric compression | You-Xin Ma, Ou Zhao, Kang Hai Tan | 2021",16,keep_candidate,,,,keep,
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",16,keep_candidate,,,,keep,
"Experimental study on mechanical behavior of recycled aggregate concrete-filled square steel tubular long columns under eccentric compression loading, HU Naidong; DU Xikai; LIU Puyuan; NIU Zhiqiang, Journal of Building Structures, 2016",16,keep_candidate,,,,keep,
"Hua-Yang Zhao, Lin-Hai Han, Chao Hou, Wan-Qing Lyu,
Performance of recycled aggregate concrete-filled high-strength steel tubes under axial compression, tension and torsion,
Thin-Walled Structures,Volume 184,2023",16,keep_candidate,,,,keep,
"JOURNAL OF THE CHINA RAILWAY SOCIETY | Research on Mechanical Behavior of Recycled Ceramics Concrete-filled Double Skin Circular Steel Tubular Members under Eccentric Compression | ZUO Yong, HUANG Hong, WANG Yi... | 2023",16,keep_candidate,,,,keep,
"Square concrete-filled stainless steel/carbon steel bimetallic tubular stub columns under axial compression, Yong Ye; Shi-Jiang Zhang; Lin-Hai Han; Yang Liu, Journal of Constructional Steel Research, 2018",16,keep_candidate,,,,keep,
"Structural behavior of concrete-filled steel tube short columns stiffened by external and internal continuous spirals, Salih K. Alrebeh; Talha Ekmekyapar, Structures, 2019",16,keep_candidate,,,,keep,
"Studyonbehavioroflightweightaggregateconcretefilledsquarethinwalledsteeltubesunderaxialload, HE Mingsheng; LIU Xinyi, Unknown, 2008",16,keep_candidate,,,,keep,
"Tests and analysis on circular UHPFRC-filled steel tubular stub columns under eccentric compression, Jia-Bao Yan; Anzhen Chen; Jin-Song Zhu, Journal of Constructional Steel Research, 2021",16,keep_candidate,,,,keep,
"Tests on fiber reinforced concrete filled steel tubular columns, S. Ramana Gopal; P. Devadas Manoharan, Steel and Composite Structures, 2004",16,keep_candidate,,,,keep,
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",16,keep_candidate,,,,keep,
"圆钢管钢渣混凝土柱静力性能试验研究与理论分析, 徐琳, 安徽工业大学硕士学位论文, 2015",16,keep_candidate,,,,keep,
"建筑结构学报 | S35657不锈钢管混凝土柱压弯性能研究 | 余鑫, 王涛, 王志滨... | 2025",16,keep_candidate,,,,keep,
"混凝土密实度对矩形钢管混凝土短柱力学性能影响研究, 杨有福; 韩林海, Unknown, 0",16,keep_candidate,,,,keep,
"盐雾腐蚀下钢管混凝土短柱轴压性能试验研究, 高山; 彭震; 郭兰慧, 建筑结构学报 Journal of Building Structure, 2019",16,keep_candidate,,,,keep,
"薄壁钢管自密实再生混凝土柱力学性能试验研究, 王云洋, 辽宁工业大学硕士学位论文, 2013",16,keep_candidate,,,,keep,
"钢管混凝土偏心受压承载力的试验及理论研究, 赵均海; 顾强; 马淑芳, 工程力学, 2001",16,keep_candidate,,,,keep,
"Behavior of Rectangular RACFST Columns Subjected to Eccentric Compression, 刘鑫, Dalian University of Technology, 2019",15,keep_candidate,,,,keep,
"Engineering Structures | Influence of slenderness on confining effect of axially loaded circular CFST columns with high-strength materials | Ci Song, Yan-Bo Wang, Guo-Qiang Li... | 2025",15,keep_candidate,,,,keep,
"Experimental research on mechanical behavior of recycled aggregate concrete filled square steel short tube under eccentric compression load, CHEN Xiao-xuan; DU Xi-kai; PAN Qi; ZHU Jian-bo, Journal of Agricultural University of Hebei, 2014",15,keep_candidate,,,,keep,
"Experimental research on mechanical behavior of recycled aggregate concrete filled square steel short tube under eccentric compression load, CHEN Xiao-xuan; DU Xi-kai; PAN Qi; ZHU Jian-bo, Unknown, 2014",15,keep_candidate,,,,keep,
"Experimental study of the behavior of recycled aggregate concrete filled steel tubes under eccentric compression, Unknown, Journal of Daqing Petroleum Institute, 2011",15,keep_candidate,,,,keep,
"Experimental study on behavior of recycled aggregate concrete filled square steel tubular long columns under eccentric compression loading, CHEN Zongping; ZHENG Shufang; LI Qiliang; XUE Jianyang; CHEN Baochun, Unknown, 2012",15,keep_candidate,,,,keep,
"Impact of D/t ratio on circular concrete-filled high-strength steel tubular stub columns under axial compression, Shiming Zhou; Qing Sun; Xiaohong Wu, Thin-Walled Structures, 2018",15,keep_candidate,,,,keep,
"Mechanical behavior and bearing capacity calculation of recycled aggregate concrete-filled circular steel tube columns under eccentric loading, Chen Zongping; Li Qiliang; Zhang Xianggang; Xue Jianyang; Chen Baochun, China Civil Engineering Journal, 2012",15,keep_candidate,,,,keep,
"Shiming Zhou, Qing Sun, Xiaohong Wu，Impact of D/t ratio on circular concrete-filled high-strength steel tubular
stub columns under axial compression，Thin-Walled Structures 132 (2018) 461–474",15,keep_candidate,,,,keep,
"Structural performance of composite steel rubberised concrete members under combined loading conditions, Ayse Mujdeci; Dan Bompa; Ahmed Elghazouli, ce/papers, 2021",15,keep_candidate,,,,keep,
"基于Q550以上钢材的高强方钢管高强混凝土柱单向偏压性能研究, 张琦, Unknown, 2020",15,keep_candidate,,,,keep,
"建筑结构学报 | 钢管混凝土柱低温轴压性能研究 | 严加宝, 杨鑫炎, 罗云标... | 2021",15,keep_candidate,,,,keep,
"方钢管再生混凝土长柱偏心受压及抗震性能试验与理论研究, 王成刚, Hefei University of Technology, 2018",15,keep_candidate,,,,keep,
"方钢管混凝土偏压柱受力性能的试验研究∗, 闻洋; 郝铭科; 李斌, 内蒙古科技大学学报, 2009",15,keep_candidate,,,,keep,
"方钢管高强膨胀混凝土性能实验研究, 苏东, 广东建材, 2007",15,keep_candidate,,,,keep,
"负载下内填混凝土加固钢管构件轴压性能试验研究, 杜新喜; 蔡宗洋; 程晓燕; 熊亮; 袁焕鑫, 建筑结构学报, 2015",15,keep_candidate,,,,keep,
"AXIALLY LOADED CONCRETE-FILLED STEEL TUBES, Stephen P. Schneider, Journal of Structural Engineering, 1998",14,keep_candidate,,,,keep,
"Axial Compression Behavior of the Stiffened Concrete-Filled Thin-Walled High-Strength Square Steel Tube Stub Columns, YANG Youfu; GUO Hongxin, Journal of South China University of Technology (Natural Science Edition), 2021",14,keep_candidate,,,,keep,
"Axial load behavior of square CFT stub column with binding bars, Jian Cai; Zhen-Qiang He, Unknown, 2005",14,keep_candidate,,,,keep,
"Behaviour of steel tubular members infilled with ultra high strength concrete, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Journal of Constructional Steel Research, 2017",14,keep_candidate,,,,keep,
"Experimental Research on Self-compacting and Self-stressing Concrete-filled Rectangular Steel Tubular Stub Columns under Axial Compression, 赵志通, Unknown, 2019",14,keep_candidate,,,,keep,
"Experimental behaviour of concrete-filled rectangular thin welded steel stubs (compression load case), Noureddine Ferhoune; Jahid Zeghiche, C. R. Mecanique, 2012",14,keep_candidate,,,,keep,
"Experimental study on behavior of short steel tubular columns filled with ultra-high strength concrete mixed with stone-chip subjected to axial load, Guocan Chen; Zhisheng Xu; Zhishuo Yang; Zhiyou Tian, Journal of Building Structures, 2011",14,keep_candidate,,,,keep,
"Influence of Ultra-high Strength Concrete on Circular Concrete-filled Dual Steel Columns, Manuel L. Romero; C. Ibañez; A. Espinos; J.M. Portolés; A. Hospitaler, Unknown, 2016",14,keep_candidate,,,,keep,
"Journal of Central South University (Science and Technology) | Experiment on compression performance of preplaced aggregate concrete-filled steel tube slender column | LÜ Jing, ZHENG Jianlong, HAN Wenchao... | 2024",14,keep_candidate,,,,keep,
"Research of Mechanical Behavior on Eccentric Compressive Short Columns and Axial Compressive Long Columns with Recycled Aggregate Concrete Filled Circular Steel Tube, Fang Yingping, Unknown, 2015",14,keep_candidate,,,,keep,
"Structures | Mechanical performances of thin-walled high-strength concrete-filled steel tube square columns with high-strength reinforced cages under biaxial eccentric compression | Jun Chen, Jie Li, Mingqing Guo, Faxing Ding, Huifang Hu, Ping Xiang | 2024",14,keep_candidate,,,,keep,
"Ultra-high Strength Concrete on Eccentrically Loaded Slender Circular Concrete-filled Dual Steel Columns, C. Ibanez; Manuel L. Romero; A. Espinos; J.M. Portoles; V. Albero, Structures, 2017",14,keep_candidate,,,,keep,
"Xiong, D.X. (2012), “Structural behaviour of concrete filled 
steel tube with high strength materials”, Ph.D. Dissertation, 
National University of Singapore, Singapore.",14,keep_candidate,,,,keep,
"圆形薄壁钢管混凝土短柱受力性能研究, 曹宝珠; 张耀春; 王秋萍; 段文峰, 哈尔滨工业大学学报, 2005",14,keep_candidate,,,,keep,
"带肋方钢管混凝土轴压短柱试验研究及有限元分析, 黄宏; 张安哥; 李毅; 陈梦成, 建筑结构学报, 2011",14,keep_candidate,,,,keep,
"钢管自密实再生混凝土短柱偏压受力性能研究, 赵虎强; 杜喜凯; 王元熙, Unknown, 2019",14,keep_candidate,,,,keep,
"BEHAVIOUR OF SFRC FILLED STEEL TUBE COLUMNS UNDER AXIAL LOAD, Soner Guler; Erol Lale; Metin Aydogan, Unknown, 2011",13,keep_candidate,,,,keep,
"Behaviour of concrete-filled cold-formed high strength steel circular stub columns, Meini Su; Yancheng Cai; Xuerui Chen; Ben Young, Thin-Walled Structures, 2020",13,keep_candidate,,,,keep,
"Effect of different types of aggregates on the performance of concrete-filled steel tubular stub columns, Xin Yu; Zhong Tao; Tian-Yi Song, Unknown, 2015",13,keep_candidate,,,,keep,
"Experimental study on behavior of eccentrically loaded steel-reinforced self-compacting high-strength concrete filled steel tubular columns, HE Yibin; XIAO Alin; GUO Jian; ZHOU Haibing; HUANG Pin, Unknown, 0",13,keep_candidate,,,,keep,
"Mechanical performance of eccentrically loaded pre-stressing concrete filled circular steel tube columns by means of expansive cement, Xu Chang; Cheng-Kui Huang; Ya-Juan Chen, Engineering Structures, 2009",13,keep_candidate,,,,keep,
"Su M, Cai YC, Chen X, Young B. Behaviour of concrete-filled cold-formed high strength steel circular stub columns. Thin-Walled Structures, 2020; 157: 107078.",13,keep_candidate,,,,keep,
"T. Yamamoto, J. Kawaguchi, S. Morino, Experimental study of the size effect on the
behaviour of concrete filled circular steel tube columns under axial compression, J.
Struct. Constr. Eng. AIJ 561 (2002) 237–244 (in Japanese).",13,keep_candidate,,,,keep,
"建筑结构学报 Journal of Building Structures | 高强圆钢管混凝土短柱轴压承载力试验研究 | 王彦博, 宋辞, 赵星源... | 2022",13,keep_candidate,,,,keep,
"桥梁建设 | 纵筋配筋率对配筋钢管混凝土柱受压性能的影响 | 阿里甫江·夏木西, 麦麦提亚森·麦麦提敏, 刘晓蕊 | 2020",13,keep_candidate,,,,keep,
"脱空钢管混凝土构件力学性能研究, 唐述, Guangzhou University, 2011",13,keep_candidate,,,,keep,
"Analysis and design of concrete-filled stiffened thin-walled steel tubular columns under axial compression, Zhong Tao; Brian Uy; Lin-Hai Han; Zhi-Bin Wang, Thin-Walled Structures, 2009",12,keep_candidate,,,,keep,
"B. Kato, Compressive strength and deformation capacity of concrete-filled tubular stub columns (strength and rotation capacity of concrete-filled tubular columns,
part 1), J. Struct. Constr. Eng. AIJ 468 (1995) 183–191 (in Japanese).",12,keep_candidate,,,,keep,
"Behaviour and design of concrete-filled mild-steel spiral welded tube long columns under eccentric axial compression loading, Yasoja Gunawardena; Farhad Aslani; Brian Uy, Journal of Constructional Steel Research, 2019",12,keep_candidate,,,,keep,
"Behaviour and design of concrete-filled mild-steel spiral welded tube short columns under eccentric axial compression loading, Yasoja Gunawardena; Farhad Aslani, Journal of Constructional Steel Research, 2018",12,keep_candidate,,,,keep,
"Bias compression bearing capacity research of thin-walled square steel tube composite columns filled with demolished concrete lump, Unknown, Unknown, 2006",12,keep_candidate,,,,keep,
"Case Studies in Construction Materials | Experimental investigation on axial compressive performance of rectangular multi-cell stocky concrete-filled steel tubes stiffened with PBL | Aimin Xu, Pengfei Men, Dewei Liu... | 2024",12,keep_candidate,,,,keep,
"Concrete-filled bimetallic tubes under axial compression: Experimental investigation, Yong Ye; Lin-Hai Han; Therese Sheehan; Zi-Xiong Guo, Thin-Walled Structures, 2016",12,keep_candidate,,,,keep,
