Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
"Journal of Building Structures | Study on eccentric compression performance of ultra-high performance concrete-filled stainless steel tube composite columns in low-temperature environments | YAN Jiabao, WANG Zirui, LUO Yunbiao | 2025",179,"fcu,100",C60-1-1,376,162.19,0,133,133,6,66.5,400,0,0,3418.6
"Engineering Structures | Assessment model of cyclic compression behaviors for FRP wrapped high-strength concrete-filled steel tubes after seawater exposure | Jie Liu, Tong Guo, Libin Wang, Yirui Zhang, Jianhui Li | 2025",61.4,fcu150,BS-3IM-120,286.8,52.75380304,0,100,100,2,50,200,0,0,929.6
"Engineering Structures | Assessment model of cyclic compression behaviors for FRP wrapped high-strength concrete-filled steel tubes after seawater exposure | Jie Liu, Tong Guo, Libin Wang, Yirui Zhang, Jianhui Li | 2025",61.4,fcu150,BD-1IM-360,286.8,52.75380304,0,100,100,2,50,200,0,0,881.77
"Journal of Building Structures | Study on eccentric compression performance of ultra-high performance concrete-filled stainless steel tube composite columns in low-temperature environments | YAN Jiabao, WANG Zirui, LUO Yunbiao | 2025",179,"fcu,100",C60-1-2,376,162.19,0,133,133,6,66.5,400,0,0,3263.6
"Journal of Building Structures | Study on eccentric compression performance of ultra-high performance concrete-filled stainless steel tube composite columns in low-temperature environments | YAN Jiabao, WANG Zirui, LUO Yunbiao | 2025",179,"fcu,100",C60-2-1,376,162.19,0,133,133,6,66.5,400,22,22,2125.1
"Journal of Building Structures | Study on eccentric compression performance of ultra-high performance concrete-filled stainless steel tube composite columns in low-temperature environments | YAN Jiabao, WANG Zirui, LUO Yunbiao | 2025",179,"fcu,100",C60-2-2,376,162.19,0,133,133,6,66.5,400,22,22,2201.9
"Journal of Building Structures | Study on eccentric compression performance of ultra-high performance concrete-filled stainless steel tube composite columns in low-temperature environments | YAN Jiabao, WANG Zirui, LUO Yunbiao | 2025",179,"fcu,100",C60-3-1,376,162.19,0,133,133,6,66.5,400,50,50,1300.4
"Journal of Building Structures | Study on eccentric compression performance of ultra-high performance concrete-filled stainless steel tube composite columns in low-temperature environments | YAN Jiabao, WANG Zirui, LUO Yunbiao | 2025",179,"fcu,100",C60-3-2,376,162.19,0,133,133,6,66.5,400,50,50,1199.4
"Thin-Walled Structures | Mechanical behavior and design of HSC-filled steel tube strengthened by angles and CFRP sheet under eccentrical compression | Zi-Ming Yang, Ju Chen, Fei Xu, Yu-Hang Wang | 2025",88,fcu150,E3005-15-F2-120,292.8,78.35918817,0,300,300,5,150,0,120,120,2487
"Structures | Tests and analysis of HSC-filled steel tube columns strengthened by CFRP and angle steel frame under eccentric compression | Chao-Qun Zeng, Zhaomeng Chen, Zhijun Deng, Zi-Ming Yang | 2025",88,fcu150,E2505-L5-F1-0,292.8,78.35918817,0,250,250,5,125,1300,0,0,5830
"Structures | Tests and analysis of HSC-filled steel tube columns strengthened by CFRP and angle steel frame under eccentric compression | Chao-Qun Zeng, Zhaomeng Chen, Zhijun Deng, Zi-Ming Yang | 2025",88,fcu150,E2505-L5-40,292.8,78.35918817,0,250,250,5,125,1300,40,40,3253
"Structures | Tests and analysis of HSC-filled steel tube columns strengthened by CFRP and angle steel frame under eccentric compression | Chao-Qun Zeng, Zhaomeng Chen, Zhijun Deng, Zi-Ming Yang | 2025",88,fcu150,E2505-L5-80,292.8,78.35918817,0,250,250,5,125,1300,80,80,2094
"Structures | Tests and analysis of HSC-filled steel tube columns strengthened by CFRP and angle steel frame under eccentric compression | Chao-Qun Zeng, Zhaomeng Chen, Zhijun Deng, Zi-Ming Yang | 2025",88,fcu150,E2505-L5-F2-40,292.8,78.35918817,0,250,250,5,125,1300,40,40,3722
"Structures | Tests and analysis of HSC-filled steel tube columns strengthened by CFRP and angle steel frame under eccentric compression | Chao-Qun Zeng, Zhaomeng Chen, Zhijun Deng, Zi-Ming Yang | 2025",88,fcu150,E2505-L5-F2-0,292.8,78.35918817,0,250,250,5,125,1300,0,0,6175
"Structures | Tests and analysis of HSC-filled steel tube columns strengthened by CFRP and angle steel frame under eccentric compression | Chao-Qun Zeng, Zhaomeng Chen, Zhijun Deng, Zi-Ming Yang | 2025",88,fcu150,E2505-L5-F1-80,292.8,78.35918817,0,250,250,5,125,1300,80,80,2430
"Structures | Tests and analysis of HSC-filled steel tube columns strengthened by CFRP and angle steel frame under eccentric compression | Chao-Qun Zeng, Zhaomeng Chen, Zhijun Deng, Zi-Ming Yang | 2025",88,fcu150,E2505-L5-F2-120,292.8,78.35918817,0,250,250,5,125,1300,120,120,1597
"Structures | Tests and analysis of HSC-filled steel tube columns strengthened by CFRP and angle steel frame under eccentric compression | Chao-Qun Zeng, Zhaomeng Chen, Zhijun Deng, Zi-Ming Yang | 2025",88,fcu150,E3005-L5-F2-0,292.8,78.35918817,0,300,300,5,150,1300,0,0,7771
"Structures | Tests and analysis of HSC-filled steel tube columns strengthened by CFRP and angle steel frame under eccentric compression | Chao-Qun Zeng, Zhaomeng Chen, Zhijun Deng, Zi-Ming Yang | 2025",88,fcu150,E3005-L5-F2-40,292.8,78.35918817,0,300,300,5,150,1300,40,40,5236
"Structures | Tests and analysis of HSC-filled steel tube columns strengthened by CFRP and angle steel frame under eccentric compression | Chao-Qun Zeng, Zhaomeng Chen, Zhijun Deng, Zi-Ming Yang | 2025",88,fcu150,E3005-L5-F2-80,292.8,78.35918817,0,300,300,5,150,1300,80,80,3646
"Structures | Tests and analysis of HSC-filled steel tube columns strengthened by CFRP and angle steel frame under eccentric compression | Chao-Qun Zeng, Zhaomeng Chen, Zhijun Deng, Zi-Ming Yang | 2025",88,fcu150,E3005-L5-F2-120,292.8,78.35918817,0,300,300,5,150,1300,120,120,2487
"Structures | Tests and analysis of HSC-filled steel tube columns strengthened by CFRP and angle steel frame under eccentric compression | Chao-Qun Zeng, Zhaomeng Chen, Zhijun Deng, Zi-Ming Yang | 2025",88,fcu150,E2505-L5-F2-80,292.8,78.35918817,0,250,250,5,125,1300,80,80,2418
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song, Zhenfeng Huang | 2025",48.8,fck150,C-40-0.2,363.2,48.8,0,132.6,132.6,2.14,66.3,1335,13.5,13.5,771.2
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song, Zhenfeng Huang | 2025",48.8,fck150,C-40-0.2#,263,48.8,0,133.5,133.5,4.73,66.75,1335,13.5,13.5,908
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song... | 2025",42.9,fcu150,T-40-0.2*,363.2,35.52292647,0,132.5,132.5,2.14,66.25,1335,13.5,13.5,1720.3
"Structures | Tests and analysis of HSC-filled steel tube columns strengthened by CFRP and angle steel frame under eccentric compression | Chao-Qun Zeng, Zhaomeng Chen, Zhijun Deng, Zi-Ming Yang | 2025",88,fcu150,E2505-L5-0,292.8,78.35918817,0,250,250,5,125,1300,0,0,5253
"Engineering Structures | Assessment model of cyclic compression behaviors for FRP wrapped high-strength concrete-filled steel tubes after seawater exposure | Jie Liu, Tong Guo, Libin Wang, Yirui Zhang, Jianhui Li | 2025",61.4,fcu150,BD-3IM-120,286.8,52.75380304,0,100,100,2,50,200,0,0,921.98
"Structures | Tests and analysis of HSC-filled steel tube columns strengthened by CFRP and angle steel frame under eccentric compression | Chao-Qun Zeng, Zhaomeng Chen, Zhijun Deng, Zi-Ming Yang | 2025",88,fcu150,E2505-L5-F1-40,292.8,78.35918817,0,250,250,5,125,1300,40,40,3557
"Journal of Building Structures | Study on eccentric compression performance of ultra-high performance concrete-filled stainless steel tube composite columns in low-temperature environments | YAN Jiabao, WANG Zirui, LUO Yunbiao | 2025",179,"fcu,100",C60-4-2,376,162.19,0,133,133,6,66.5,400,66.5,66.5,927.7
"Journal of Building Structures | Study on eccentric compression performance of ultra-high performance concrete-filled stainless steel tube composite columns in low-temperature environments | YAN Jiabao, WANG Zirui, LUO Yunbiao | 2025",148,"fcu,100",C20-1-1,275,131.76,0,133,133,6,66.5,400,0,0,2597.8
"Thin-Walled Structures | Mechanical behavior and design of HSC-filled steel tube strengthened by angles and CFRP sheet under eccentrical compression | Zi-Ming Yang, Ju Chen, Fei Xu, Yu-Hang Wang | 2025",88,fcu150,E2505-15-F2-40,292.8,78.35918817,0,250,250,5,125,0,40,40,3722
"Structures | Compressive load–strain response of CFRP-stirrups reinforced high-strength CFST columns and a unified steel–FRP confinement model | Zihan Deng, Qidong Hu, Wenjin Wang... | 2025",80.2,fcu150,FRCFST-t4-C80-p4-w20-ss60,365.7,70.76716948,0,275,275,4,137.5,800,0,0,7124
"Structures | Compressive load–strain response of CFRP-stirrups reinforced high-strength CFST columns and a unified steel–FRP confinement model | Zihan Deng, Qidong Hu, Wenjin Wang... | 2025",80.2,fcu150,FRCFST-t4-C80-p4-w10-ss60,365.7,70.76716948,0,275,275,4,137.5,800,0,0,7051
"Structures | Compressive load–strain response of CFRP-stirrups reinforced high-strength CFST columns and a unified steel–FRP confinement model | Zihan Deng, Qidong Hu, Wenjin Wang... | 2025",80.2,fcu150,FRCFST-t4-C80-p2-w20-ss60,365.7,70.76716948,0,275,275,4,137.5,800,0,0,6989
"Structures | Compressive load–strain response of CFRP-stirrups reinforced high-strength CFST columns and a unified steel–FRP confinement model | Zihan Deng, Qidong Hu, Wenjin Wang... | 2025",31.4,fcu150,CFST-t8-C40,349,25.14935006,0,275,275,8,137.5,800,0,0,4559
"Structures | Compressive load–strain response of CFRP-stirrups reinforced high-strength CFST columns and a unified steel–FRP confinement model | Zihan Deng, Qidong Hu, Wenjin Wang... | 2025",31.4,fcu150,FRCFST-t4-C40-p4-w20-ss120,365.7,25.14935006,0,275,275,4,137.5,800,0,0,3534
"Structures | Compressive load–strain response of CFRP-stirrups reinforced high-strength CFST columns and a unified steel–FRP confinement model | Zihan Deng, Qidong Hu, Wenjin Wang... | 2025",31.4,fcu150,FRCFST-t4-C40-p4-w10-ss120,365.7,25.14935006,0,275,275,4,137.5,800,0,0,3529
"Structures | Compressive load–strain response of CFRP-stirrups reinforced high-strength CFST columns and a unified steel–FRP confinement model | Zihan Deng, Qidong Hu, Wenjin Wang... | 2025",80.2,fcu150,SRCFST-t8-C80-d10-ss60,456.3,70.76716948,0,275,275,8,137.5,800,0,0,8352
"Structures | Compressive load–strain response of CFRP-stirrups reinforced high-strength CFST columns and a unified steel–FRP confinement model | Zihan Deng, Qidong Hu, Wenjin Wang... | 2025",80.2,fcu150,SRCFST-t4-C80-d10-ss60,456.3,70.76716948,0,275,275,4,137.5,800,0,0,7493
"Structures | Compressive load–strain response of CFRP-stirrups reinforced high-strength CFST columns and a unified steel–FRP confinement model | Zihan Deng, Qidong Hu, Wenjin Wang... | 2025",31.4,fcu150,CFST-t4-C40,365.7,25.14935006,0,275,275,4,137.5,800,0,0,3453
"Structures | Compressive load–strain response of CFRP-stirrups reinforced high-strength CFST columns and a unified steel–FRP confinement model | Zihan Deng, Qidong Hu, Wenjin Wang... | 2025",80.2,fcu150,CFST-t4-C80,365.7,70.76716948,0,275,275,4,137.5,800,0,0,6417
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song... | 2025",48.8,fcu150,T-50-0,363.2,40.95455821,0,132.4,132.4,2.1,66.2,1665,0,0,2209.4
"Journal of Building Structures | Study on eccentric compression performance of ultra-high performance concrete-filled stainless steel tube composite columns in low-temperature environments | YAN Jiabao, WANG Zirui, LUO Yunbiao | 2025",179,"fcu,100",C60-4-1,376,162.19,0,133,133,6,66.5,400,66.5,66.5,994.3
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song... | 2025",48.8,fcu150,T-40-0.2#,343.1,40.95455821,0,132.7,132.7,3.47,66.35,1335,13.5,13.5,1955.9
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song... | 2025",48.8,fcu150,T-50-0.4,363.2,40.95455821,0,132.6,132.6,2.09,66.3,1665,27,27,1297.5
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song... | 2025",48.8,fcu150,T-50-0.2,363.2,40.95455821,0,132.9,132.9,2.08,66.45,1665,13.5,13.5,1718.8
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song... | 2025",48.8,fcu150,T-40-0.4,363.2,40.95455821,0,132.7,132.7,2.04,66.35,1335,27,27,1448.3
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song... | 2025",48.8,fcu150,T-12-0,363.2,40.95455821,0,132.8,132.8,2.1,66.4,400,0,0,2022.7
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song... | 2025",48.8,fcu150,T-40-0,363.2,40.95455821,0,132.9,132.9,2.16,66.45,1335,0,0,2322.8
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song... | 2025",48.8,fcu150,T-20-0.4,363.2,40.95455821,0,132.6,132.6,2.1,66.3,665,27,27,1470.2
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song... | 2025",48.8,fcu150,T-20-0.2,363.2,40.95455821,0,133,133,2.09,66.5,665,13.5,13.5,1608.7
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song... | 2025",48.8,fcu150,T-20-0,363.2,40.95455821,0,132.6,132.6,2.13,66.3,665,0,0,2194.6
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song... | 2025",48.8,fcu150,C-40-0.2,363.2,40.95455821,0,132.6,132.6,2.14,66.3,1335,13.5,13.5,771.2
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song... | 2025",48.8,fcu150,T-40-0.2,363.2,40.95455821,0,132.5,132.5,2.12,66.25,1335,13.5,13.5,1843.8
"Thin-Walled Structures | Eccentric compression behavior of CFST columns strengthened with steel tube and sandwiched grout jackets | Xiaozhong Li, Sumei Zhang, Boyang Song... | 2025",48.8,fcu150,C-40-0.2#,263,40.95455821,0,133.5,133.5,4.73,66.75,1335,13.5,13.5,908
"Thin-Walled Structures | Mechanical behavior and design of HSC-filled steel tube strengthened by angles and CFRP sheet under eccentrical compression | Zi-Ming Yang, Ju Chen, Fei Xu, Yu-Hang Wang | 2025",88,fcu150,E3005-15-F2-0,292.8,78.35918817,0,300,300,5,150,0,0,0,7771
"Thin-Walled Structures | Mechanical behavior and design of HSC-filled steel tube strengthened by angles and CFRP sheet under eccentrical compression | Zi-Ming Yang, Ju Chen, Fei Xu, Yu-Hang Wang | 2025",88,fcu150,E3005-15-F2-40,292.8,78.35918817,0,300,300,5,150,0,40,40,5236
"Structures | Study on the axial compressive capacity of CFST columns with gap defects | Zhiwei Shao, Xiaoxiong Zha, Jiahui Deng | 2024",67.17,fcu150,C-E4,292,58.23530557,0,400,400,14,200,1000,0,0,9223
"Structures | Study on the axial compressive capacity of CFST columns with gap defects | Zhiwei Shao, Xiaoxiong Zha, Jiahui Deng | 2024",67.17,fcu150,C-H1,613,58.23530557,0,400,400,14,200,1000,0,0,19169
"Structures | Study on the axial compressive capacity of CFST columns with gap defects | Zhiwei Shao, Xiaoxiong Zha, Jiahui Deng | 2024",67.17,fcu150,C-H2,292,58.23530557,0,400,400,14,200,1000,0,0,12598
"Structures | Study on the axial compressive capacity of CFST columns with gap defects | Zhiwei Shao, Xiaoxiong Zha, Jiahui Deng | 2024",67.17,fcu150,C-E1,613,58.23530557,0,400,400,14,200,1000,0,0,16300
"Structures | Study on the axial compressive capacity of CFST columns with gap defects | Zhiwei Shao, Xiaoxiong Zha, Jiahui Deng | 2024",67.17,fcu150,C-E2,613,58.23530557,0,400,400,14,200,1000,0,0,16548
"Structures | Study on the axial compressive capacity of CFST columns with gap defects | Zhiwei Shao, Xiaoxiong Zha, Jiahui Deng | 2024",67.17,fcu150,C-E5,292,58.23530557,0,400,400,14,200,1000,0,0,9353
"Structures | Eccentric compression capacity of bolt-welded joints in concrete-encased CFST | Peng Yu, Mingjie Yu, Weijing Yun... | 2024",60,fcy150,BW-8-7,623,60,0,219,219,8,109.5,520,0,0,5000
"Structures | Eccentric compression capacity of bolt-welded joints in concrete-encased CFST | Peng Yu, Mingjie Yu, Weijing Yun... | 2024",60,fcy150,BW-4-10,623,60,0,219,219,8,109.5,520,0,0,4800
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",75.6,fcy100,HC-3-C,435,72.24363246,0,114.3,114.3,3,57.15,343,0,0,1366
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",41.63,fcy100,NC-3-V-W-100,435,39.78177803,0,114.3,114.3,3,57.15,343,0,0,830
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",41.63,fcy100,NC-3-H-100,435,39.78177803,0,114.3,114.3,3,57.15,343,0,0,971
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",41.63,fcy100,NC-3-V-W-50,435,39.78177803,0,114.3,114.3,3,57.15,343,0,0,891
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",41.63,fcy100,NC-3-V-50,435,39.78177803,0,114.3,114.3,3,57.15,343,0,0,904
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",41.63,fcy100,NC-3-V-100,435,39.78177803,0,114.3,114.3,3,57.15,343,0,0,860
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",41.63,fcy100,NC-3-D-100,435,39.78177803,0,114.3,114.3,3,57.15,343,0,0,872
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",41.63,fcy100,NC-3-H-50,435,39.78177803,0,114.3,114.3,3,57.15,343,0,0,982
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",41.63,fcy100,NC-3-C,435,39.78177803,0,114.3,114.3,3,57.15,343,0,0,1005
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",75.6,fcy100,HC-3-H-50,435,72.24363246,0,114.3,114.3,3,57.15,343,0,0,1358
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",42.9,fcy100,NC-6-V-W-100,348,40.99539461,0,114.3,114.3,6,57.15,343,0,0,2098
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",42.9,fcy100,NC-6-H-100,348,40.99539461,0,114.3,114.3,6,57.15,343,0,0,2273
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",42.9,fcy100,NC-6-C,348,40.99539461,0,114.3,114.3,6,57.15,343,0,0,2254
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",42.9,fcy100,NC-6-V-W-50,348,40.99539461,0,114.3,114.3,6,57.15,343,0,0,2223
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",42.9,fcy100,NC-6-V-50,348,40.99539461,0,114.3,114.3,6,57.15,343,0,0,2205
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",42.9,fcy100,NC-6-V-100,348,40.99539461,0,114.3,114.3,6,57.15,343,0,0,2080
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",75.6,fcy100,HC-3-H-100,435,72.24363246,0,114.3,114.3,3,57.15,343,0,0,1394
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",75.6,fcy100,HC-3-D-100,435,72.24363246,0,114.3,114.3,3,57.15,343,0,0,1263
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",75.6,fcy100,HC-3-V-100,435,72.24363246,0,114.3,114.3,3,57.15,343,0,0,1193
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",75.6,fcy100,HC-3-V-50,435,72.24363246,0,114.3,114.3,3,57.15,343,0,0,1295
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",42.9,fcy100,NC-6-D-100,348,40.99539461,0,114.3,114.3,6,57.15,343,0,0,2056
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",42.9,fcy100,NC-6-H-50,348,40.99539461,0,114.3,114.3,6,57.15,343,0,0,2256
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",75.6,fcy100,HC-3-V-W-50,435,72.24363246,0,114.3,114.3,3,57.15,343,0,0,1293
"KSCE Journal of Civil Engineering | Axial Compression Tests for Circular Concrete-Filled Steel Tube (CFST) Columns with Notch Imperfection | Mustafa Mohammed, Mustafa Fahmi Hasan, Hasan Fahmi Hasan... | 2024",75.6,fcy100,HC-3-V-W-100,435,72.24363246,0,114.3,114.3,3,57.15,343,0,0,1180
"Journal of Constructional Steel Research | Performance of axially loaded slender circular CFSTs with random local corrosion | Jianwei Li, Chen Jia, Lanhui Guo, Zhiguo Li | 2024",37.8,fcu150,NPd-1050,345,30.88438211,0,140.1,140.1,3.96,70.05,2101.5,0,0,925
"Journal of Constructional Steel Research | Performance of axially loaded slender circular CFSTs with random local corrosion | Jianwei Li, Chen Jia, Lanhui Guo, Zhiguo Li | 2024",37.8,fcu150,Pd-700,345,30.88438211,0,140.4,140.4,4.01,70.2,2101,0,0,810
"Journal of Constructional Steel Research | Performance of axially loaded slender circular CFSTs with random local corrosion | Jianwei Li, Chen Jia, Lanhui Guo, Zhiguo Li | 2024",37.8,fcu150,Pd-1050,345,30.88438211,0,140.4,140.4,3.95,70.2,2101,0,0,794
"Journal of Constructional Steel Research | Performance of axially loaded slender circular CFSTs with random local corrosion | Jianwei Li, Chen Jia, Lanhui Guo, Zhiguo Li | 2024",37.8,fcu150,Intact,345,30.88438211,0,140.1,140.1,3.94,70.05,2099.2,0,0,982
"Journal of Constructional Steel Research | Performance of axially loaded slender circular CFSTs with random local corrosion | Jianwei Li, Chen Jia, Lanhui Guo, Zhiguo Li | 2024",37.8,fcu150,Pd-350,345,30.88438211,0,140.4,140.4,3.97,70.2,2101,0,0,850
"Journal of Constructional Steel Research | Performance of eccentrically loaded slender circular CFSTs subjected to localized pitting corrosion | Jianwei Li, Chen Jia, Haijia Huang... | 2024",37.8,"fcu,150",LC-32.9-2π-5.0,345,30.88,0,139.9,139.9,3.97,69.95,2099.6,25,25,459
"Journal of Constructional Steel Research | Performance of eccentrically loaded slender circular CFSTs subjected to localized pitting corrosion | Jianwei Li, Chen Jia, Haijia Huang... | 2024",37.8,"fcu,150",LC-24.2-2π-2.5,345,30.88,0,139.9,139.9,4.05,69.95,2100.2,25,25,484
"Journal of Constructional Steel Research | Performance of eccentrically loaded slender circular CFSTs subjected to localized pitting corrosion | Jianwei Li, Chen Jia, Haijia Huang... | 2024",37.8,"fcu,150",LC-17.0-2π-2.5,345,30.88,0,140,140,4.02,70,2100.5,25,25,528
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-6-0-A,389,45.78563743,0,87,87,1.8,43.5,270,0,0,424.1
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-9-50-A,389,45.78563743,0,87,87,1.8,43.5,270,0,0,361.8
